epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/returns,test/success_rate,train/episode,train/returns,train/success_rate
41,0.96949023,0.12520961,0.19914173,0.11845996,8400,-14.879643,-47.28,0.71,8400,-59.745,0.575
42,0.96930075,0.12538628,0.19918844,0.11791881,8600,-13.912655,-47.745,0.735,8600,-63.215,0.515
43,0.96906656,0.12548386,0.19916716,0.117519535,8800,-15.318503,-49.635,0.73,8800,-59.805,0.575
44,0.968815,0.12538151,0.19916764,0.117011234,9000,-16.677744,-52.765,0.68,9000,-57.64,0.62
45,0.96861625,0.12556247,0.19920889,0.116348505,9200,-14.942799,-51.69,0.665,9200,-58.53,0.59
46,0.96831876,0.1252669,0.19921835,0.115770556,9400,-14.481241,-47.7,0.71,9400,-58.11,0.55
47,0.9683109,0.12562194,0.19929293,0.115451455,9600,-17.740477,-49.29,0.695,9600,-61.005,0.565
48,0.96810246,0.12552088,0.19936159,0.11551237,9800,-17.550884,-49.68,0.685,9800,-60.655,0.56
49,0.9677221,0.12517738,0.19938578,0.11513337,10000,-15.047189,-49.365,0.71,10000,-59.445,0.605
50,0.9674878,0.12488804,0.19939819,0.114540085,10200,-17.040617,-48.94,0.69,10200,-59.48,0.57
51,0.96745914,0.12536518,0.19944814,0.11419141,10400,-19.842276,-53.49,0.645,10400,-63.795,0.525
52,0.9673336,0.12497722,0.199454,0.11358478,10600,-16.82181,-49.585,0.67,10600,-56.495,0.625
53,0.9671221,0.12476943,0.19945005,0.113306895,10800,-16.685236,-50.97,0.67,10800,-59.22,0.575
54,0.96687573,0.12428249,0.19941393,0.11282084,11000,-16.984978,-51.675,0.64,11000,-59.525,0.525
55,0.9667115,0.12406674,0.19939986,0.11258127,11200,-16.114023,-50.64,0.645,11200,-63.535,0.52
56,0.96667004,0.12441035,0.19939744,0.112373926,11400,-19.367563,-54.635,0.615,11400,-63.275,0.51
57,0.9664397,0.12404578,0.19939387,0.11193802,11600,-12.695347,-48.735,0.715,11600,-55.025,0.65
